exception_id,rule_id,record_id,sensor_id,parameter,unit,station_group,event_date,value_num,failure_reason,severity
EX000146,DQ006,3146,12234784,no2,ppb,current_2025,2025-02-20 10:30:00+00:00,18.3,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000147,DQ006,3147,12234784,no2,ppb,current_2025,2025-02-20 10:45:00+00:00,21.6,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000148,DQ006,3148,12234784,no2,ppb,current_2025,2025-02-20 11:00:00+00:00,23.5,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000149,DQ006,3149,12234784,no2,ppb,current_2025,2025-02-20 11:15:00+00:00,20,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000150,DQ006,3150,12234784,no2,ppb,current_2025,2025-02-20 11:30:00+00:00,23,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000151,DQ006,3151,12234784,no2,ppb,current_2025,2025-02-20 11:45:00+00:00,31.1,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000152,DQ006,3152,12234784,no2,ppb,current_2025,2025-02-20 12:00:00+00:00,23.7,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000153,DQ006,3153,12234784,no2,ppb,current_2025,2025-02-20 12:15:00+00:00,30.9,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000154,DQ006,3154,12234784,no2,ppb,current_2025,2025-02-20 12:30:00+00:00,29,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000155,DQ006,3155,12234784,no2,ppb,current_2025,2025-02-20 12:45:00+00:00,29.6,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000156,DQ006,3156,12234784,no2,ppb,current_2025,2025-02-20 13:00:00+00:00,37.8,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000157,DQ006,3157,12234784,no2,ppb,current_2025,2025-02-20 13:15:00+00:00,33.5,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000158,DQ006,3158,12234784,no2,ppb,current_2025,2025-02-20 13:30:00+00:00,48.6,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000159,DQ006,3159,12234784,no2,ppb,current_2025,2025-02-20 13:45:00+00:00,53.2,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000160,DQ006,3160,12234784,no2,ppb,current_2025,2025-02-20 14:00:00+00:00,48.3,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000161,DQ006,3161,12234784,no2,ppb,current_2025,2025-02-20 14:15:00+00:00,43.3,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000162,DQ006,3162,12234784,no2,ppb,current_2025,2025-02-20 14:30:00+00:00,36.5,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000163,DQ006,3163,12234784,no2,ppb,current_2025,2025-02-20 14:45:00+00:00,37,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000164,DQ006,3164,12234784,no2,ppb,current_2025,2025-02-20 15:00:00+00:00,36.4,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000165,DQ006,3165,12234784,no2,ppb,current_2025,2025-02-20 15:15:00+00:00,46,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000166,DQ006,3166,12234784,no2,ppb,current_2025,2025-02-20 15:30:00+00:00,46.6,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000167,DQ006,3167,12234784,no2,ppb,current_2025,2025-02-20 15:45:00+00:00,45.3,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000168,DQ006,3168,12234784,no2,ppb,current_2025,2025-02-20 16:00:00+00:00,41.6,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000169,DQ006,3169,12234784,no2,ppb,current_2025,2025-02-20 16:15:00+00:00,42,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000170,DQ006,3170,12234784,no2,ppb,current_2025,2025-02-20 16:30:00+00:00,40.9,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000171,DQ006,3171,12234784,no2,ppb,current_2025,2025-02-20 16:45:00+00:00,44,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000172,DQ006,3172,12234784,no2,ppb,current_2025,2025-02-20 17:00:00+00:00,48.8,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000173,DQ006,3173,12234784,no2,ppb,current_2025,2025-02-20 17:15:00+00:00,53.2,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000174,DQ006,3174,12234784,no2,ppb,current_2025,2025-02-20 17:30:00+00:00,53.3,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000175,DQ006,3175,12234784,no2,ppb,current_2025,2025-02-20 17:45:00+00:00,64,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000176,DQ006,3176,12234784,no2,ppb,current_2025,2025-02-20 18:00:00+00:00,64.6,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000177,DQ006,3177,12234784,no2,ppb,current_2025,2025-02-20 19:00:00+00:00,66.1,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000178,DQ006,3178,12234784,no2,ppb,current_2025,2025-02-20 19:15:00+00:00,64.1,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000179,DQ006,3179,12234784,no2,ppb,current_2025,2025-02-20 19:30:00+00:00,62.2,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000180,DQ006,3180,12234784,no2,ppb,current_2025,2025-02-20 19:45:00+00:00,53.2,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000181,DQ006,3181,12234784,no2,ppb,current_2025,2025-02-20 20:00:00+00:00,56.7,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000182,DQ006,3182,12234784,no2,ppb,current_2025,2025-02-20 20:15:00+00:00,58,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000183,DQ006,3183,12234784,no2,ppb,current_2025,2025-02-20 21:00:00+00:00,46.2,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000184,DQ006,3184,12234784,no2,ppb,current_2025,2025-02-20 21:15:00+00:00,50.3,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000185,DQ006,3185,12234784,no2,ppb,current_2025,2025-02-20 21:30:00+00:00,44.7,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000186,DQ006,3186,12234784,no2,ppb,current_2025,2025-02-20 21:45:00+00:00,59.9,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000187,DQ006,3187,12234784,no2,ppb,current_2025,2025-02-20 22:00:00+00:00,59.8,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000188,DQ006,3188,12234784,no2,ppb,current_2025,2025-02-20 22:15:00+00:00,50.6,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000189,DQ006,3189,12234784,no2,ppb,current_2025,2025-02-20 22:30:00+00:00,56,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000190,DQ006,3190,12234784,no2,ppb,current_2025,2025-02-20 22:45:00+00:00,44.7,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000191,DQ006,3191,12234784,no2,ppb,current_2025,2025-02-20 23:00:00+00:00,40.9,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000192,DQ006,3192,12234784,no2,ppb,current_2025,2025-02-20 23:15:00+00:00,39.8,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000193,DQ006,3193,12234784,no2,ppb,current_2025,2025-02-20 23:30:00+00:00,41.6,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000194,DQ006,3194,12234784,no2,ppb,current_2025,2025-02-20 23:45:00+00:00,42.7,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000195,DQ006,3195,12234784,no2,ppb,current_2025,2025-02-21 00:00:00+00:00,38.5,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000196,DQ006,3196,12234784,no2,ppb,current_2025,2025-02-21 00:15:00+00:00,30.2,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000197,DQ006,3197,12234784,no2,ppb,current_2025,2025-02-21 00:30:00+00:00,30.1,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000198,DQ006,3198,12234784,no2,ppb,current_2025,2025-02-21 00:45:00+00:00,28.4,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000199,DQ006,3199,12234784,no2,ppb,current_2025,2025-02-21 01:00:00+00:00,34.2,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000200,DQ006,3200,12234784,no2,ppb,current_2025,2025-02-21 01:15:00+00:00,41.2,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000201,DQ006,3201,12234784,no2,ppb,current_2025,2025-02-21 01:30:00+00:00,26.9,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000202,DQ006,3202,12234784,no2,ppb,current_2025,2025-02-21 01:45:00+00:00,28.4,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000203,DQ006,3203,12234784,no2,ppb,current_2025,2025-02-21 02:00:00+00:00,31.8,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000204,DQ006,3204,12234784,no2,ppb,current_2025,2025-02-21 02:15:00+00:00,34.2,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000205,DQ006,3205,12234784,no2,ppb,current_2025,2025-02-21 02:30:00+00:00,37.1,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000206,DQ006,3206,12234784,no2,ppb,current_2025,2025-02-21 02:45:00+00:00,42.1,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000207,DQ006,3207,12234784,no2,ppb,current_2025,2025-02-21 03:00:00+00:00,53.4,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000208,DQ006,3208,12234784,no2,ppb,current_2025,2025-02-21 03:15:00+00:00,67.6,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000209,DQ006,3209,12234784,no2,ppb,current_2025,2025-02-21 03:30:00+00:00,64.5,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000210,DQ006,3210,12234784,no2,ppb,current_2025,2025-02-21 03:45:00+00:00,64.1,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000211,DQ006,3211,12234784,no2,ppb,current_2025,2025-02-21 04:00:00+00:00,68.4,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000212,DQ006,3212,12234784,no2,ppb,current_2025,2025-02-21 04:15:00+00:00,59.1,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX000213,DQ006,3213,12234784,no2,ppb,current_2025,2025-02-21 04:30:00+00:00,54.9,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
